書名,著者名,出版社,請求記号,ISBN,紀伊國屋
原子力その隠蔽された真実 ー 人の手に負えない核エネルギーの70年史,ステファニー・クック∥著、藤井留美∥訳,飛鳥新社,539-ｸ ,9784864101233,https://www.kinokuniya.co.jp/f/dsg-01-9784864101233
臨界事故隠されてきた深層 揺らぐ「国策」を問いなおす 岩波ブックレット no．632,原子力資料情報室［編］,岩波書店,539-ｹﾞ ,4000093320,https://www.kinokuniya.co.jp/f/dsg-01-4000093320
検証 東電原発トラブル隠し 岩波ブックレット no．582,原子力資料情報室［著］,岩波書店,539-ｹﾞ ,4000092820,https://www.kinokuniya.co.jp/f/dsg-01-4000092820
ドイツは脱原発を選んだ,ミランダ・A．シュラーズ∥著,岩波書店,539-ｼ ,9784002708188,https://www.kinokuniya.co.jp/f/dsg-01-9784002708188
アメリカは日本の原子力政策をどうみているか,鈴木達治郎∥編、猿田佐世∥編,岩波書店,539-ｽ ,9784002709581,https://www.kinokuniya.co.jp/f/dsg-01-9784002709581
チェルノブイリの子どもたち 岩波ブックレット no．308 ゲンシロジコ ホウシャセンショウガイ 原子炉事故 放射線障害,高橋卓志［著］,岩波書店,539-ﾀ ,4000032488,https://www.kinokuniya.co.jp/f/dsg-01-4000032488
原発とヒロシマ ー 「原子力平和利用」の真相,田中利幸∥著、ピーター・カズニック∥著,岩波書店,539-ﾀ ,9784002708195,https://www.kinokuniya.co.jp/f/dsg-01-9784002708195
みんなが知りたい放射線の話,谷川勝至∥著,少年写真新聞社,539-ﾀ ,9784879814012,https://www.kinokuniya.co.jp/f/dsg-01-9784879814012
やっかいな放射線と向き合って暮らしていくための基礎知識,田崎晴明∥著,朝日出版社,539-ﾀ ,9784255006765,https://www.kinokuniya.co.jp/f/dsg-01-9784255006765
チェルノブイリルポルタージュ 写真集 ゲンシロジコ 原子炉事故,ウラジーミル・ヤボリフスキー文イーゴリー・フョードロヴィッチ・コスチン［ほか］撮影桃井久直訳瀬尾英吉訳,アイピーシー,539-ﾁ ,4871987817,https://www.kinokuniya.co.jp/f/dsg-01-4871987817
原発への非服従 ー 私たちが決意したこと,鶴見俊輔∥著、沢地久枝∥著奥平康弘∥著大江健三郎∥著,岩波書店,539-ﾂ ,9784002708225,https://www.kinokuniya.co.jp/f/dsg-01-9784002708225
放射線のひみつ ー 正しく理解し、この時代を生き延びるための30の解説,中川恵一∥著、寄藤文平∥イラスト,朝日出版社,539-ﾅ ,9784255005898,https://www.kinokuniya.co.jp/f/dsg-01-9784255005898
さようなら、もんじゅ君 ー 高速増殖炉がかたる原発のホントのおはなし,もんじゅ君∥著、小林圭二∥監修,河出書房新社,539-ﾓ ,9784309245867,https://www.kinokuniya.co.jp/f/dsg-01-9784309245867
原発 決めるのは誰か,吉岡斉∥著、寿楽浩太∥著宮台真司∥著杉田敦∥著,岩波書店,539-ﾖ ,9784002709253,https://www.kinokuniya.co.jp/f/dsg-01-9784002709253
電力自由化で何が変わるか,小沢祥司∥著,岩波書店,540-ｵ ,9784002709499,https://www.kinokuniya.co.jp/f/dsg-01-9784002709499
原発難民日記 ー 怒りの大地から,秋山豊寛∥著,岩波書店,543-ｱ ,9784002708256,https://www.kinokuniya.co.jp/f/dsg-01-9784002708256
プロメテウスの罠 ー 明かされなかった福島原発事故の真実,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ ,9784054052345,https://www.kinokuniya.co.jp/f/dsg-01-9784054052345
プロメテウスの罠 ー 検証！福島原発事故の真実,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 2,9784054053854,https://www.kinokuniya.co.jp/f/dsg-01-9784054053854
プロメテウスの罠 ー 検証！福島原発事故の真実,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 3,9784054055810,https://www.kinokuniya.co.jp/f/dsg-01-9784054055810
プロメテウスの罠 ー 徹底究明！福島原発事故の裏側,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 4,9784054056237,https://www.kinokuniya.co.jp/f/dsg-01-9784054056237
プロメテウスの罠 ー 福島原発事故、渾身の調査報道,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 5,9784054057876,https://www.kinokuniya.co.jp/f/dsg-01-9784054057876
プロメテウスの罠 ー ふるさとを追われた人々の、魂の叫び！,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 6,9784054059368,https://www.kinokuniya.co.jp/f/dsg-01-9784054059368
プロメテウスの罠 ー ！,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 7,9784054060784,https://www.kinokuniya.co.jp/f/dsg-01-9784054060784
プロメテウスの罠 ー 決して忘れない！原発事故の悲劇,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 8,9784054061811,https://www.kinokuniya.co.jp/f/dsg-01-9784054061811
プロメテウスの罠 ー この国に本当に原発は必要なのか！？,朝日新聞特別報道部∥著,学研パブリッシング,543-ｱ 9,9784054062429,https://www.kinokuniya.co.jp/f/dsg-01-9784054062429
息子へ。,飯野賢治∥著,幻冬舎,543-ｲ ,9784344019935,https://www.kinokuniya.co.jp/f/dsg-01-9784344019935
福島原発現場監督の遺言,恩田勝亘∥著,講談社,543-ｵ ,9784062172141,https://www.kinokuniya.co.jp/f/dsg-01-9784062172141
原発を見に行（い）こう アジア八カ国の現場を訪ねて,上坂冬子著,講談社,543-ｶ ,4062084422,https://www.kinokuniya.co.jp/f/dsg-01-4062084422
子どもたちの命 ー カラー版,鎌田實∥著、佐藤真紀∥著,岩波書店,543-ｶ ,4000093770,https://www.kinokuniya.co.jp/f/dsg-01-4000093770
さようなら原発,鎌田慧∥編,岩波書店,543-ｶ ,9784002708249,https://www.kinokuniya.co.jp/f/dsg-01-9784002708249
原発と自治体 ー 「核害」とどう向き合うか,金井利之∥著,岩波書店,543-ｶ ,9784002708317,https://www.kinokuniya.co.jp/f/dsg-01-9784002708317
原発は不良債権である,金子勝∥著,岩波書店,543-ｶ ,9784002708362,https://www.kinokuniya.co.jp/f/dsg-01-9784002708362
原発は火力より高い,金子勝∥著,岩波書店,543-ｶ ,9784002708805,https://www.kinokuniya.co.jp/f/dsg-01-9784002708805
福島第一原発廃炉図鑑,開沼博∥編,太田出版,543-ｶ ,9784778315115,https://www.kinokuniya.co.jp/f/dsg-01-9784778315115
高校教師かわはら先生の原発出前授業 ー 大事なお話ーよくわかる原発と放射能ー,川原茂雄∥著,明石書店,543-ｶ 1,9784750337272,https://www.kinokuniya.co.jp/f/dsg-01-9784750337272
高校教師かわはら先生の原発出前授業 ー 本当のお話ー隠されていた原発の真実ー,川原茂雄∥著,明石書店,543-ｶ 2,9784750337289,https://www.kinokuniya.co.jp/f/dsg-01-9784750337289
高校教師かわはら先生の原発出前授業 ー これからのお話ー核のゴミとエネルギーの未来ー,川原茂雄∥著,明石書店,543-ｶ 3,9784750337296,https://www.kinokuniya.co.jp/f/dsg-01-9784750337296
検証原発労働,日本弁護士連合会∥編,岩波書店,543-ｹ ,9784002708270,https://www.kinokuniya.co.jp/f/dsg-01-9784002708270
まるで原発などないかのように ー 地震列島、原発の真実,原発老朽化問題研究会∥編,現代書館,543-ｹﾞ ,9784768469712,https://www.kinokuniya.co.jp/f/dsg-01-9784768469712
原発のない世界へ,小出裕章∥著,筑摩書房,543-ｺ ,9784480860736,https://www.kinokuniya.co.jp/f/dsg-01-9784480860736
子どもたちに伝えたいー原発が許されない理由,小出裕章∥著,東邦出版,543-ｺ ,9784809409806,https://www.kinokuniya.co.jp/f/dsg-01-9784809409806
チェルノブイリから何を学んだか 岩波ブックレット no．395 ゲンシロジコ ホウシャセンショウガイ 原子炉事故 放射線障害,佐藤幸男［著］和田あき子［著］,岩波書店,543-ｻ ,4000033352,https://www.kinokuniya.co.jp/f/dsg-01-4000033352
フクシマの王子さま,椎根和∥著、荒井良二∥絵,芸術新聞社,543-ｼ ,9784875863298,https://www.kinokuniya.co.jp/f/dsg-01-9784875863298
チェルノブイリ原発事故,高木仁三郎∥著,七つ森書館,543-ﾀ ,9784822811303,https://www.kinokuniya.co.jp/f/dsg-01-9784822811303
レベル7 ー 福島原発事故、隠された真実,東京新聞原発事故取材班∥著,幻冬舎,543-ﾁ ,9784344021440,https://www.kinokuniya.co.jp/f/dsg-01-9784344021440
非原発 ー 「福島」から「ゼロ」へ,東京新聞「こちら特報部」∥編著,一葉社,543-ﾁ ,9784871960519,https://www.kinokuniya.co.jp/f/dsg-01-9784871960519
